Real_Time,Time_ms,Location_Note,CO2,VOC,IAQ,Gas_Res,Temp_Raw,Temp_Comp,Hum_Raw,Hum_Comp,Accuracy
2025-11-27 15:38:24,191117.0,Brodie Tower Seminar Room,500.0,0.49,25.0,104818.0,0.0,25.66,41.0,0,0
2025-11-27 15:38:26,192147.0,Brodie Tower Seminar Room,500.0,0.49,25.0,105081.0,0.0,0,0,41.1,0.0
2025-11-27 15:38:27,193238.0,Brodie Tower Seminar Room,500.0,0.49,25.0,0,0,25.66,41.0,41.1,0.0
2025-11-27 15:38:28,194267.0,Brodie Tower Seminar Room,500.0,0,0,104752.0,0.0,25.66,41.0,41.12,0.0
2025-11-27 15:38:28,0,Brodie Tower Seminar Room,0,0.49,25.0,104622.0,0.0,25.66,41.0,41.12,0.0
2025-11-27 15:38:29,195297.0,Brodie Tower Seminar Room,500.0,0.49,25.0,105478.0,0.0,25.65,41.0,0,0
2025-11-27 15:38:30,196328.0,Brodie Tower Seminar Room,500.0,0.49,25.0,104818.0,0.0,0,0,41.14,0.0
2025-11-27 15:38:31,197358.0,Brodie Tower Seminar Room,500.0,0.49,25.0,0,0,25.65,41.0,41.14,0.0
2025-11-27 15:38:32,198448.0,Brodie Tower Seminar Room,500.0,0,0,104491.0,0.0,25.65,41.0,41.14,0.0
2025-11-27 15:38:32,0,Brodie Tower Seminar Room,0,0.49,25.0,104752.0,0.0,25.66,41.0,41.13,0.0
2025-11-27 15:38:33,199479.0,Brodie Tower Seminar Room,500.0,0.49,25.0,104818.0,0.0,25.66,41.0,0,0
2025-11-27 15:38:34,200569.0,Brodie Tower Seminar Room,500.0,0.49,25.0,104818.0,0.0,0,0,41.13,0.0
